task,mean_acc,std_acc
0,0.9016686738840255,0.02239905400367331
1,0.931817749407848,0.019550251574907754
2,0.883092798999326,0.030256001683133672
3,0.8074626865671641,0.03091390324956415
4,0.7794197031039136,0.054526136827462574
5,0.52890625,0.059708152513392176
