task,mean_acc,std_acc
0,0.9015825906702523,0.032354675781940484
1,0.9341706905843186,0.01982512003523509
2,0.9250411128323887,0.028532488245529914
3,0.9417910447761193,0.02051899564905601
4,0.8240215924426451,0.04747844702396945
5,0.91875,0.017539019000502847
