task,mean_acc,std_acc
0,0.6169999999999999,0.04733920151417849
1,0.5108527126695518,0.03633264912370463
2,0.929532274964371,0.014806477233573595
3,0.8863113013704682,0.02515892927114693
4,0.882089552238806,0.031626298657338944
5,0.6715924426450742,0.06677370291421075
6,0.18671875,0.02783048926649512
7,0.43662553804829596,0.11204344561695179
8,0.12057488713918078,0.046298953896373445
9,0.7703703703703704,0.0531581484978049
