task,mean_acc,std_acc
0,0.627,0.042438190347845885
1,0.5712599194470862,0.05511643704673496
2,0.9341974321258721,0.01840598211864502
3,0.9246500983325395,0.01800180554081824
4,0.9477611940298509,0.015293956367103874
5,0.7294197031039137,0.06621630459026771
6,0.9078125,0.013887803777055608
7,0.4941862746825831,0.09327223679559128
8,0.5312260664304425,0.0983324161049011
9,0.7925925925925926,0.05665577237325316
