fold,task,acc,bacc,kappa,nw_kappa,weighted_f1,loss,auroc
0,0,0.08,0.045200892857142856,-0.04162325122605215,-0.04603424178895876,0.126,-1.0,-1.0
0,1,0.15,0.09375,0.1019042717447246,0.06654343807763408,0.25263157894736843,-1.0,-1.0
0,2,0.10344827586206896,0.11440559440559443,-0.05577898693583583,0.012793414172877937,0.1766953858691009,-1.0,-1.0
0,3,0.08139534883720931,0.0875,0.02098267007223098,0.01849176538572672,0.13854527461652646,-1.0,-1.0
0,4,0.05970149253731343,0.06896551724137931,0.054548661639546636,0.09075487701441898,0.10492989597467209,-1.0,-1.0
0,5,0.02631578947368421,0.041666666666666664,0.06197183098591552,0.04583130180399819,0.048582995951417005,-1.0,-1.0
0,6,0.0703125,0.041666666666666664,0.03268286843050405,0.01588689695379686,0.12980769230769232,-1.0,-1.0
0,7,0.0,0.0,-0.046179858395857476,0.016709511568123392,0.0,-1.0,-1.0
0,8,0.0,0.0,0.029124510205275178,0.0024752475247524774,0.0,-1.0,-1.0
0,9,0.07407407407407407,0.062424242424242424,-0.009058258448845224,-0.00496277915632759,0.12465232030449422,-1.0,-1.0
0,overall,0.064524748078435,0.05555795802616923,,,,,
1,0,0.0,0.0,0.001177448400055292,0.0,0.0,-1.0,-1.0
1,1,0.05,0.029411764705882353,0.00915903413821828,0.0033222591362126463,0.09444444444444444,-1.0,-1.0
1,2,0.0,0.0,0.12056305741609663,0.05262608332463192,0.0,-1.0,-1.0
1,3,0.011494252873563218,0.011627906976744186,0.008803388474054152,0.0004662159912084407,0.02246603970741902,-1.0,-1.0
1,4,0.014925373134328358,0.017241379310344827,-0.021969744523256507,-0.05167833856556392,0.028855721393034828,-1.0,-1.0
1,5,0.10526315789473684,0.18181818181818182,-0.25286103542234306,-0.12711864406779672,0.13622291021671828,-1.0,-1.0
1,6,0.0,0.0,0.010676894371307144,0.02192416817126641,0.0,-1.0,-1.0
1,7,0.0,0.0,-0.009898020395920915,0.001435750179468842,0.0,-1.0,-1.0
1,8,0.0,0.0,-0.008710962839403313,0.0,0.0,-1.0,-1.0
1,9,0.0,0.0,-0.007300389950776642,-0.0009912767644724152,0.0,-1.0,-1.0
1,overall,0.018168278390262842,0.02400992328111532,,,,,
2,0,0.01,0.003787878787878788,0.041077441077441046,0.0034924330616996624,0.01970149253731343,-1.0,-1.0
2,1,0.0,0.0,0.017153850264521764,0.0,0.0,-1.0,-1.0
2,2,0.14942528735632185,0.09397833207357016,0.04027721907432735,0.026853568590697097,0.2401875099316701,-1.0,-1.0
2,3,0.20987654320987653,0.2042124542124542,0.017637934854863757,0.02356406480117834,0.3019829105394879,-1.0,-1.0
2,4,0.4626865671641791,0.40789473684210525,-0.09886690992894187,0.03685956505713228,0.48839137645107794,-1.0,-1.0
2,5,0.0,0.0,-0.040764331210191074,-0.0035211267605634866,0.0,-1.0,-1.0
2,6,0.015625,0.02962962962962963,-0.03589713583569809,-0.022706391914949497,0.02750088214537756,-1.0,-1.0
2,7,0.0,0.0,0.03664416586306651,-0.03466605038132653,0.0,-1.0,-1.0
2,8,0.05660377358490566,0.05505952380952381,-0.0002251153716279486,0.0019359380499822665,0.10705276964988397,-1.0,-1.0
2,9,0.07407407407407407,0.06727272727272728,-0.02750503140818439,-0.012096238202844445,0.11368312757201646,-1.0,-1.0
2,overall,0.09782912453893572,0.08618352826278891,,,,,
3,0,0.02,0.0078125,-0.007904072631842007,0.0009236743388187918,0.0382089552238806,-1.0,-1.0
3,1,0.023529411764705882,0.014285714285714285,-0.001287415513356871,0.005875769445998769,0.0457516339869281,-1.0,-1.0
3,2,0.0,0.0,-0.051487265893331635,-0.029032258064516148,0.0,-1.0,-1.0
3,3,0.0,0.0,0.08900477440496124,0.02593495513252775,0.0,-1.0,-1.0
3,4,0.014925373134328358,0.017241379310344827,0.061330459488586175,0.04321495327102798,0.028855721393034828,-1.0,-1.0
3,5,0.0,0.0,0.08638360175695459,0.06574923547400613,0.0,-1.0,-1.0
3,6,0.0,0.0,0.034875347210315155,0.023929098966026574,0.0,-1.0,-1.0
3,7,0.014285714285714285,0.013333333333333334,0.004944375772558796,0.01918829376035347,0.027472527472527472,-1.0,-1.0
3,8,0.1836734693877551,0.20340501792114696,-0.01809187279151958,-0.009278159213212067,0.25538548752834467,-1.0,-1.0
3,9,0.018518518518518517,0.02,0.033312663284911226,0.005184225143491816,0.033670033670033676,-1.0,-1.0
3,overall,0.027493248709102212,0.027607794485053943,,,,,
4,0,0.12,0.08316532258064516,0.006223682994759616,0.024196397032850703,0.1989222290263319,-1.0,-1.0
4,1,0.05063291139240506,0.05505952380952381,0.13068248331837506,0.07996023292146004,0.09524232893610872,-1.0,-1.0
4,2,0.11494252873563218,0.06666666666666667,0.019536128456735247,0.0027836908465694865,0.19157088122605362,-1.0,-1.0
4,3,0.4588235294117647,0.4562569213732004,0.06042027532136007,0.1178793006204174,0.5939758293254409,-1.0,-1.0
4,4,0.014925373134328358,0.017241379310344827,0.053219561518163205,0.02851878554834575,0.028855721393034828,-1.0,-1.0
4,5,0.0,0.0,0.05608302053433445,-0.007747318235995282,0.0,-1.0,-1.0
4,6,0.0078125,0.004629629629629629,0.006198776885634638,0.01218729955099418,0.01548165137614679,-1.0,-1.0
