task,mean_acc,std_acc
0,0.601,0.05185556864985669
1,0.5215005613245154,0.04168813542071716
2,0.9318845979012732,0.020018995925310264
3,0.9307009027427637,0.02470250681557952
4,0.9477611940298507,0.017972529222078055
5,0.7058704453441296,0.04132778371781907
6,0.90859375,0.017486741629374525
7,0.4733150741908794,0.10079251004343548
8,0.5340364316021523,0.08301615670607591
9,0.7870370370370371,0.06791526229960092
