task,mean_acc,std_acc
0,0.5930000000000001,0.06388270501473775
1,0.5024423539481513,0.031126618727087604
2,0.927206075329454,0.013484706035036745
3,0.8931741838922573,0.02646319717062291
4,0.9014925373134328,0.030733224301453747
5,0.5221322537112011,0.03863728580308351
6,0.2984375,0.0433294519495689
7,0.43293774288805775,0.12283869956619778
8,0.11925990947903109,0.04419539564316637
9,0.737037037037037,0.0721034160515992
