task,mean_acc,std_acc
0,0.031,0.0383275357934736
1,0.055188958802720824,0.04318353301785631
2,0.09303736454120907,0.10453325436991898
3,0.09258851599685287,0.13912672679190086
4,0.07164179104477612,0.13479190334179864
5,0.018421052631578946,0.033390993527498726
6,0.07109375,0.1472588899321956
7,0.007225672877846791,0.01744309797196474
8,0.026027724297266082,0.05528607982127231
9,0.06481481481481481,0.07867646587499261
