task,mean_acc,std_acc
0,0.6020000000000001,0.06462197768561403
1,0.5104800652422681,0.03295768581455298
2,0.9340901729212499,0.020074152479745335
3,0.8909685981513631,0.03386034883017395
4,0.8940298507462685,0.030913903249564167
5,0.6638326585695007,0.03822142536448241
6,0.1640625,0.029022149407822984
7,0.41743225076275614,0.1118855947792218
8,0.11121909315250049,0.04388849671654555
9,0.762962962962963,0.07017516785739414
