task,mean_acc,std_acc
0,0.9004649844737136,0.031024221290517875
1,0.9330346307072805,0.021526114671738858
2,0.9318221955383958,0.024368384375476334
3,0.9462686567164178,0.01791044776119403
4,0.8370445344129553,0.06006554195838474
5,0.91875,0.0140625
